date,sp500,ir3m,ir10y,vix,gdp,cpi,date_yyyymmdd
2011-09-30,1131.4200439453125,0.009999999776482582,1.9240000247955322,42.959999084472656,17031.313,226.597,20110930
2011-10-31,1253.300048828125,0.004999999888241291,2.174999952316284,29.959999084472656,17222.583,226.75,20111031
2011-11-30,1246.9599609375,0.014999999664723873,2.068000078201294,27.799999237060547,17222.583,227.169,20111130
2011-12-31,1257.5999755859375,0.004999999888241291,1.871000051498413,23.399999618530273,17222.583,227.223,20111231
2012-01-31,1312.4100341796875,0.054999999701976776,1.7990000247955322,19.440000534057617,17367.01,227.842,20120131
2012-02-29,1365.6800537109375,0.07500000298023224,1.9769999980926514,18.43000030517578,17367.01,228.329,20120229
2012-03-31,1408.469970703125,0.06499999761581421,2.2160000801086426,15.5,17367.01,228.807,20120331
2012-04-30,1397.9100341796875,0.09000000357627869,1.9149999618530273,17.149999618530273,17444.525,229.187,20120430
2012-05-31,1310.3299560546875,0.05999999865889549,1.5809999704360962,24.059999465942383,17444.525,228.713,20120531
2012-06-30,1362.1600341796875,0.07999999821186066,1.659000039100647,17.079999923706055,17444.525,228.524,20120630
2012-07-31,1379.3199462890625,0.10000000149011612,1.4919999837875366,18.93000030517578,17469.65,228.59,20120731
2012-08-31,1406.5799560546875,0.08500000089406967,1.562000036239624,17.469999313354492,17469.65,229.918,20120831
2012-09-30,1440.6700439453125,0.09000000357627869,1.6369999647140503,15.729999542236328,17469.65,231.015,20120930
2012-10-31,1412.1600341796875,0.10499999672174454,1.6859999895095825,18.600000381469727,17489.852,231.638,20121031
2012-11-30,1416.1800537109375,0.07500000298023224,1.6059999465942383,15.869999885559082,17489.852,231.249,20121130
2012-12-31,1426.18994140625,0.03500000014901161,1.75600004196167,18.020000457763672,17489.852,231.221,20121231
2013-01-31,1498.1099853515625,0.06499999761581421,1.9850000143051147,14.279999732971191,17662.4,231.679,20130131
2013-02-28,1514.6800537109375,0.10000000149011612,1.8880000114440918,15.510000228881836,17662.4,232.937,20130228
2013-03-31,1569.18994140625,0.06499999761581421,1.8519999980926514,12.699999809265137,17662.4,232.282,20130331
2013-04-30,1597.5699462890625,0.04500000178813934,1.6749999523162842,13.520000457763672,17709.671,231.797,20130430
2013-05-31,1630.739990234375,0.029999999329447746,2.1640000343322754,16.299999237060547,17709.671,231.893,20130531
2013-06-30,1606.280029296875,0.029999999329447746,2.4779999256134033,16.860000610351562,17709.671,232.445,20130630
2013-07-31,1685.72998046875,0.029999999329447746,2.5929999351501465,13.449999809265137,17860.45,232.9,20130731
2013-08-31,1632.969970703125,0.019999999552965164,2.749000072479248,17.010000228881836,17860.45,233.456,20130831
2013-09-30,1681.550048828125,0.004999999888241291,2.615000009536743,16.600000381469727,17860.45,233.544,20130930
2013-10-31,1756.5400390625,0.032999999821186066,2.5420000553131104,13.75,18016.147,233.669,20131031
2013-11-30,1805.81005859375,0.054999999701976776,2.740999937057495,13.699999809265137,18016.147,234.1,20131130
2013-12-31,1848.3599853515625,0.06300000101327896,3.0260000228881836,13.720000267028809,18016.147,234.719,20131231
2014-01-31,1782.5899658203125,0.009999999776482582,2.6679999828338623,18.40999984741211,17953.974,235.288,20140131
2014-02-28,1859.449951171875,0.0430000014603138,2.6579999923706055,14.0,17953.974,235.547,20140228
2014-03-31,1872.3399658203125,0.02800000086426735,2.7230000495910645,13.880000114440918,17953.974,236.028,20140331
2014-04-30,1883.949951171875,0.019999999552965164,2.6480000019073486,13.40999984741211,18185.911,236.468,20140430
2014-05-31,1923.5699462890625,0.029999999329447746,2.4570000171661377,11.399999618530273,18185.911,236.918,20140531
2014-06-30,1960.22998046875,0.019999999552965164,2.5160000324249268,11.569999694824219,18185.911,237.231,20140630
2014-07-31,1930.6700439453125,0.017999999225139618,2.555999994277954,16.950000762939453,18406.941,237.498,20140731
2014-08-31,2003.3699951171875,0.017999999225139618,2.3429999351501465,12.09000015258789,18406.941,237.46,20140831
2014-09-30,1972.2900390625,0.013000000268220901,2.507999897003174,16.309999465942383,18406.941,237.477,20140930
2014-10-31,2018.050048828125,0.003000000026077032,2.3350000381469727,14.029999732971191,18500.031,237.43,20141031
2014-11-30,2067.56005859375,0.004999999888241291,2.194000005722046,13.329999923706055,18500.031,236.983,20141130
2014-12-31,2058.89990234375,0.03700000047683716,2.1700000762939453,19.200000762939453,18500.031,236.252,20141231
2015-01-31,1994.989990234375,0.004999999888241291,1.6749999523162842,20.969999313354492,18666.621,234.747,20150131
2015-02-28,2104.5,0.00800000037997961,2.002000093460083,13.34000015258789,18666.621,235.342,20150228
2015-03-31,2067.889892578125,0.02500000037252903,1.934000015258789,15.289999961853027,18666.621,235.976,20150331
2015-04-30,2085.510009765625,0.004999999888241291,2.0460000038146973,14.550000190734863,18782.243,236.222,20150430
2015-05-31,2107.389892578125,0.003000000026077032,2.0950000286102295,13.84000015258789,18782.243,237.001,20150531
2015-06-30,2063.110107421875,0.009999999776482582,2.3350000381469727,18.229999542236328,18782.243,237.657,20150630
2015-07-31,2103.840087890625,0.057999998331069946,2.2049999237060547,12.119999885559082,18857.418,238.034,20150731
2015-08-31,1972.1800537109375,0.003000000026077032,2.200000047683716,28.43000030517578,18857.418,238.033,20150831
2015-09-30,1920.030029296875,0.004999999888241291,2.059999942779541,24.5,18857.418,237.498,20150930
2015-10-31,2079.360107421875,0.06800000369548798,2.1510000228881836,15.069999694824219,18892.206,237.733,20151031
2015-11-30,2080.409912109375,0.17000000178813934,2.2179999351501465,16.1299991607666,18892.206,238.017,20151130
2015-12-31,2043.93994140625,0.14800000190734863,2.2690000534057617,18.209999084472656,18892.206,237.761,20151231
2016-01-31,1940.239990234375,0.30000001192092896,1.930999994277954,20.200000762939453,19001.69,237.652,20160131
2016-02-29,1932.22998046875,0.30799999833106995,1.7400000095367432,20.549999237060547,19001.69,237.336,20160229
2016-03-31,2059.739990234375,0.19300000369548798,1.7860000133514404,13.949999809265137,19001.69,238.08,20160331
2016-04-30,2065.300048828125,0.19300000369548798,1.819000005722046,15.699999809265137,19062.709,238.992,20160430
2016-05-31,2096.949951171875,0.28299999237060547,1.8339999914169312,14.1899995803833,19062.709,239.557,20160531
2016-06-30,2098.860107421875,0.24799999594688416,1.4880000352859497,15.630000114440918,19062.709,240.222,20160630
2016-07-31,2173.60009765625,0.23999999463558197,1.4579999446868896,11.869999885559082,19197.938,240.101,20160731
2016-08-31,2170.949951171875,0.3199999928474426,1.5679999589920044,13.420000076293945,19197.938,240.545,20160831
2016-09-30,2168.27001953125,0.25999999046325684,1.6080000400543213,13.289999961853027,19197.938,241.176,20160930
2016-10-31,2126.14990234375,0.29499998688697815,1.8339999914169312,17.059999465942383,19304.352,241.741,20161031
2016-11-30,2198.81005859375,0.46799999475479126,2.368000030517578,13.329999923706055,19304.352,242.026,20161130
2016-12-31,2238.830078125,0.47999998927116394,2.446000099182129,14.039999961853027,19304.352,242.637,20161231
2017-01-31,2278.8701171875,0.5,2.4509999752044678,11.989999771118164,19398.343,243.618,20170131
2017-02-28,2363.639892578125,0.5230000019073486,2.3580000400543213,12.920000076293945,19398.343,244.006,20170228
2017-03-31,2362.719970703125,0.7379999756813049,2.3959999084472656,12.369999885559082,19398.343,243.892,20170331
2017-04-30,2384.199951171875,0.7799999713897705,2.2820000648498535,10.819999694824219,19506.949,244.193,20170430
2017-05-31,2411.800048828125,0.949999988079071,2.196000099182129,10.40999984741211,19506.949,244.004,20170531
2017-06-30,2423.409912109375,0.9929999709129333,2.302000045776367,11.180000305175781,19506.949,244.163,20170630
2017-07-31,2470.300048828125,1.0529999732971191,2.2920000553131104,10.260000228881836,19660.766,244.243,20170731
2017-08-31,2471.64990234375,0.9779999852180481,2.121000051498413,10.59000015258789,19660.766,245.183,20170831
2017-09-30,2519.360107421875,1.027999997138977,2.3259999752044678,9.510000228881836,19660.766,246.435,20170930
2017-10-31,2575.260009765625,1.1230000257492065,2.375999927520752,10.180000305175781,19882.352,246.626,20171031
2017-11-30,2647.580078125,1.2380000352859497,2.4170000553131104,11.279999732971191,19882.352,247.284,20171130
2017-12-31,2673.610107421875,1.3550000190734863,2.4049999713897705,11.039999961853027,19882.352,247.805,20171231
2018-01-31,2823.81005859375,1.4299999475479126,2.7200000286102295,13.539999961853027,20044.077,248.859,20180131
2018-02-28,2713.830078125,1.6180000305175781,2.868000030517578,19.850000381469727,20044.077,249.529,20180228
2018-03-31,2640.8701171875,1.6699999570846558,2.740999937057495,19.969999313354492,20044.077,249.577,20180331
